timestamp_utc,timestamp_local,bus_id,block_id,operator_badge,route,lat,lon,speed_mph,heading_deg,odometer_mi,engine_on,doors_open,on_route_flag
2025-10-18T08:38:00Z,2025-10-18 01:38:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,N,Y
2025-10-18T08:40:00Z,2025-10-18 01:40:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,N,Y
2025-10-18T08:42:00Z,2025-10-18 01:42:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,N,Y
2025-10-18T08:44:00Z,2025-10-18 01:44:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,N,Y
2025-10-18T08:46:00Z,2025-10-18 01:46:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,N,Y
2025-10-18T08:48:00Z,2025-10-18 01:48:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,N,Y
2025-10-18T08:50:00Z,2025-10-18 01:50:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,N,Y
2025-10-18T08:52:00Z,2025-10-18 01:52:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,N,Y
2025-10-18T08:54:00Z,2025-10-18 01:54:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,N,Y
2025-10-18T08:56:00Z,2025-10-18 01:56:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,N,Y
2025-10-18T08:58:00Z,2025-10-18 01:58:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,N,Y
2025-10-18T09:00:00Z,2025-10-18 02:00:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,N,Y
2025-10-18T09:00:30Z,2025-10-18 02:00:30,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,N,Y
2025-10-18T09:01:00Z,2025-10-18 02:01:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7000,Y,N,Y
2025-10-18T09:02:00Z,2025-10-18 02:02:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7000,Y,N,Y
2025-10-18T09:03:00Z,2025-10-18 02:03:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7000,Y,N,Y
2025-10-18T09:04:00Z,2025-10-18 02:04:00,4177,512-OWL,4417,512,34.08547,-117.74501,4.0,75,149557.7333,Y,N,Y
2025-10-18T09:04:12Z,2025-10-18 02:04:12,4177,512-OWL,4417,512,34.08600,-117.74502,18.0,45,149557.7700,Y,N,Y
2025-10-18T09:04:23Z,2025-10-18 02:04:23,4177,512-OWL,4417,512,34.08674,-117.74503,15.0,8,149557.8204,Y,N,Y
2025-10-18T09:04:39Z,2025-10-18 02:04:39,4177,512-OWL,4417,512,34.08810,-117.74506,27.0,2,149557.9137,Y,N,Y
2025-10-18T09:04:50Z,2025-10-18 02:04:50,4177,512-OWL,4417,512,34.08935,-117.74508,29.0,1,149557.9993,Y,N,Y
2025-10-18T09:04:53Z,2025-10-18 02:04:53,4177,512-OWL,4417,512,34.08971,-117.74509,30.0,1,149558.0239,Y,N,Y
2025-10-18T09:04:55Z,2025-10-18 02:04:55,4177,512-OWL,4417,512,34.08995,-117.74509,31.0,1,149558.0408,Y,N,Y
2025-10-18T09:04:58Z,2025-10-18 02:04:58,4177,512-OWL,4417,512,34.09033,-117.74510,31.0,1,149558.0667,Y,N,Y
2025-10-18T09:05:02Z,2025-10-18 02:05:02,4177,512-OWL,4417,512,34.09083,-117.74511,31.0,2,149558.1011,Y,N,Y
2025-10-18T09:05:04Z,2025-10-18 02:05:04,4177,512-OWL,4417,512,34.09108,-117.74511,30.0,3,149558.1181,Y,N,Y
2025-10-18T09:05:05Z,2025-10-18 02:05:05,4177,512-OWL,4417,512,34.09119,-117.74512,24.0,4,149558.1256,Y,N,Y
2025-10-18T09:05:06Z,2025-10-18 02:05:06,4177,512-OWL,4417,512,34.09128,-117.74512,19.0,5,149558.1315,Y,N,Y
2025-10-18T09:05:07Z,2025-10-18 02:05:07,4177,512-OWL,4417,512,34.09134,-117.74512,15.0,6,149558.1362,Y,N,Y
2025-10-18T09:05:08Z,2025-10-18 02:05:08,4177,512-OWL,4417,512,34.09140,-117.74512,12.0,7,149558.1400,Y,N,Y
2025-10-18T09:05:09Z,2025-10-18 02:05:09,4177,512-OWL,4417,512,34.09143,-117.74512,4.0,8,149558.1422,Y,N,Y
2025-10-18T09:05:10Z,2025-10-18 02:05:10,4177,512-OWL,4417,512,34.09144,-117.74512,0.0,8,149558.1428,Y,N,Y
